,uid,d,t,x,y
491,0,11,11,22.0,19.0
492,0,11,12,22.0,20.0
493,0,11,13,22.0,21.0
494,0,11,14,20.0,19.0
495,0,11,15,19.0,17.0
496,0,11,16,18.0,15.0
497,0,11,17,17.0,14.0
498,0,11,18,18.0,12.0
499,0,11,19,20.0,12.0
500,0,11,20,19.0,14.0
501,0,11,21,20.0,13.0
502,0,11,22,21.0,11.0
503,0,11,23,21.0,9.0
504,0,11,24,19.0,11.0
505,0,11,25,17.0,12.0
506,0,11,26,17.0,13.0
507,0,11,27,16.0,13.0
508,0,11,28,18.0,15.0
509,0,11,29,18.0,15.0
510,0,11,30,18.0,14.0
511,0,11,31,20.0,13.0
512,0,11,32,22.0,12.0
513,0,11,33,24.0,14.0
514,0,11,34,22.0,14.0
515,0,11,35,23.0,12.0
516,0,11,36,24.0,11.0
517,0,11,37,22.0,12.0
518,0,11,38,22.0,10.0
519,0,11,39,22.0,10.0
520,0,11,40,20.0,11.0
521,0,11,41,21.0,11.0
522,0,11,42,22.0,9.0
523,0,11,43,21.0,7.0
524,0,11,44,20.0,5.0
525,0,11,45,20.0,4.0
526,0,11,46,21.0,2.0
527,0,11,47,19.0,0.0
528,0,12,0,17.0,0.0
529,0,12,1,15.0,1.0
530,0,12,2,13.0,3.0
531,0,12,3,14.0,3.0
532,0,12,4,13.0,1.0
533,0,12,5,14.0,1.0
534,0,12,6,14.0,2.0
535,0,12,7,15.0,0.0
536,0,12,8,16.0,2.0
537,0,12,9,17.0,3.0
538,0,12,10,16.0,2.0
539,0,12,11,14.0,3.0
540,0,12,12,16.0,1.0
541,0,12,13,16.0,3.0
542,0,12,14,17.0,4.0
543,0,12,15,18.0,2.0
544,0,12,16,20.0,4.0
545,0,12,17,22.0,3.0
546,0,12,18,24.0,2.0
547,0,12,19,23.0,4.0
548,0,12,20,23.0,2.0
549,0,12,21,22.0,3.0
550,0,12,22,22.0,1.0
551,0,12,23,22.0,2.0
552,0,12,24,22.0,2.0
553,0,12,25,20.0,1.0
554,0,12,26,22.0,0.0
555,0,12,27,22.0,2.0
556,0,12,28,20.0,0.0
557,0,12,29,19.0,0.0
558,0,12,30,21.0,2.0
559,0,12,31,21.0,2.0
560,0,12,32,22.0,4.0
561,0,12,33,24.0,3.0
562,0,12,34,24.0,3.0
563,0,12,35,24.0,5.0
564,0,12,36,23.0,5.0
565,0,12,37,24.0,4.0
566,0,12,38,24.0,5.0
567,0,12,39,22.0,7.0
568,0,12,40,21.0,5.0
569,0,12,41,19.0,3.0
570,0,12,42,20.0,1.0
571,0,12,43,21.0,0.0
572,0,12,44,21.0,2.0
573,0,12,45,23.0,3.0
574,0,12,46,23.0,3.0
575,0,12,47,23.0,3.0
576,0,13,0,23.0,1.0
577,0,13,1,22.0,1.0
578,0,13,2,21.0,3.0
579,0,13,3,22.0,2.0
580,0,13,4,23.0,1.0
581,0,13,5,21.0,0.0
582,0,13,6,19.0,2.0
583,0,13,7,21.0,4.0
584,0,13,8,19.0,3.0
585,0,13,9,17.0,1.0
586,0,13,10,17.0,3.0
587,0,13,11,16.0,5.0
588,0,13,12,15.0,6.0
589,0,13,13,13.0,4.0
590,0,13,14,13.0,4.0
591,0,13,15,15.0,5.0
592,0,13,16,17.0,7.0
593,0,13,17,16.0,6.0
594,0,13,18,16.0,7.0
595,0,13,19,14.0,8.0
596,0,13,20,16.0,7.0
597,0,13,21,16.0,6.0
598,0,13,22,15.0,8.0
599,0,13,23,14.0,7.0
600,0,13,24,15.0,5.0
601,0,13,25,14.0,4.0
602,0,13,26,15.0,2.0
603,0,13,27,17.0,1.0
604,0,13,28,16.0,0.0
605,0,13,29,15.0,2.0
606,0,13,30,13.0,0.0
607,0,13,31,13.0,1.0
608,0,13,32,14.0,1.0
609,0,13,33,12.0,2.0
610,0,13,34,14.0,2.0
611,0,13,35,12.0,3.0
612,0,13,36,13.0,5.0
613,0,13,37,14.0,6.0
614,0,13,38,12.0,8.0
615,0,13,39,14.0,9.0
616,0,13,40,14.0,9.0
617,0,13,41,15.0,9.0
618,0,13,42,14.0,9.0
619,0,13,43,15.0,8.0
620,0,13,44,17.0,8.0
621,0,13,45,18.0,10.0
622,0,13,46,16.0,8.0
623,0,13,47,14.0,8.0
624,0,14,0,14.0,7.0
625,0,14,1,15.0,6.0
626,0,14,2,16.0,6.0
627,0,14,3,18.0,5.0
628,0,14,4,16.0,7.0
629,0,14,5,18.0,5.0
630,0,14,6,18.0,4.0
631,0,14,7,19.0,2.0
632,0,14,8,17.0,4.0
633,0,14,9,17.0,4.0
634,0,14,10,18.0,6.0
635,0,14,11,19.0,7.0
636,0,14,12,21.0,6.0
637,0,14,13,20.0,4.0
638,0,14,14,21.0,6.0
639,0,14,15,19.0,5.0
640,0,14,16,17.0,5.0
641,0,14,17,19.0,4.0
642,0,14,18,19.0,4.0
643,0,14,19,21.0,3.0
644,0,14,20,19.0,4.0
645,0,14,21,21.0,3.0
646,0,14,22,23.0,2.0
647,0,14,23,21.0,0.0
648,0,14,24,20.0,2.0
649,0,14,25,20.0,2.0
650,0,14,26,22.0,4.0
651,0,14,27,20.0,3.0
652,0,14,28,19.0,2.0
653,0,14,29,21.0,0.0
654,0,14,30,20.0,2.0
655,0,14,31,20.0,4.0
656,0,14,32,19.0,2.0
657,0,14,33,21.0,2.0
658,0,14,34,21.0,0.0
659,0,14,35,23.0,0.0
660,0,14,36,22.0,0.0
661,0,14,37,24.0,2.0
662,0,14,38,23.0,0.0
663,0,14,39,24.0,1.0
664,0,14,40,23.0,2.0
665,0,14,41,24.0,4.0
666,0,14,42,22.0,5.0
667,0,14,43,24.0,3.0
668,0,14,44,23.0,4.0
669,0,14,45,22.0,3.0
670,0,14,46,24.0,3.0
671,0,14,47,24.0,4.0
672,0,15,0,22.0,6.0
673,0,15,1,24.0,7.0
674,0,15,2,22.0,8.0
675,0,15,3,24.0,8.0
676,0,15,4,24.0,7.0
677,0,15,5,23.0,5.0
678,0,15,6,23.0,5.0
679,0,15,7,22.0,6.0
680,0,15,8,20.0,7.0
681,0,15,9,20.0,6.0
682,0,15,10,22.0,7.0
683,0,15,11,23.0,6.0
684,0,15,12,21.0,5.0
685,0,15,13,21.0,4.0
686,0,15,14,21.0,5.0
687,0,15,15,23.0,3.0
688,0,15,16,21.0,4.0
689,0,15,17,19.0,6.0
690,0,15,18,20.0,5.0
691,0,15,19,21.0,4.0
692,0,15,20,19.0,3.0
693,0,15,21,21.0,4.0
694,0,15,22,20.0,2.0
695,0,15,23,19.0,0.0
696,0,15,24,21.0,1.0
697,0,15,25,20.0,2.0
698,0,15,26,22.0,4.0
699,0,15,27,20.0,6.0
700,0,15,28,18.0,6.0
701,0,15,29,20.0,4.0
702,0,15,30,20.0,6.0
703,0,15,31,18.0,6.0
704,0,15,32,17.0,4.0
705,0,15,33,16.0,6.0
706,0,15,34,17.0,5.0
707,0,15,35,17.0,3.0
708,0,15,36,15.0,4.0
709,0,15,37,16.0,6.0
710,0,15,38,17.0,6.0
711,0,15,39,18.0,6.0
712,0,15,40,16.0,7.0
713,0,15,41,14.0,6.0
714,0,15,42,12.0,7.0
715,0,15,43,12.0,7.0
716,0,15,44,14.0,9.0
717,0,15,45,15.0,9.0
718,0,15,46,17.0,7.0
719,0,15,47,19.0,5.0
720,1,1,0,6.0,23.0
721,1,1,1,4.0,23.0
722,1,1,2,5.0,23.0
723,1,1,3,4.0,23.0
724,1,1,4,6.0,24.0
725,1,1,5,8.0,22.0
726,1,1,6,9.0,24.0
727,1,1,7,11.0,22.0
728,1,1,8,13.0,24.0
729,1,1,9,14.0,23.0
730,1,1,10,16.0,22.0
731,1,1,11,15.0,21.0
732,1,1,12,13.0,22.0
733,1,1,13,12.0,23.0
734,1,1,14,11.0,23.0
735,1,1,15,13.0,23.0
736,1,1,16,14.0,24.0
737,1,1,17,14.0,22.0
738,1,1,18,14.0,24.0
739,1,1,19,16.0,22.0
740,1,1,20,14.0,24.0
741,1,1,21,13.0,24.0
742,1,1,22,13.0,23.0
743,1,1,23,14.0,22.0
744,1,1,24,14.0,21.0
745,1,1,25,15.0,19.0
746,1,1,26,13.0,19.0
747,1,1,27,13.0,17.0
748,1,1,28,14.0,17.0
749,1,1,29,16.0,18.0
750,1,1,30,15.0,19.0
751,1,1,31,17.0,20.0
752,1,1,32,19.0,19.0
753,1,1,33,19.0,19.0
754,1,1,34,17.0,20.0
755,1,1,35,16.0,22.0
756,1,1,36,14.0,24.0
757,1,1,37,12.0,23.0
758,1,1,38,14.0,23.0
759,1,1,39,12.0,21.0
760,1,1,40,10.0,19.0
761,1,1,41,9.0,17.0
762,1,1,42,9.0,16.0
763,1,1,43,9.0,15.0
764,1,1,44,11.0,16.0
765,1,1,45,9.0,17.0
766,1,1,46,8.0,19.0
767,1,1,47,6.0,21.0
768,1,2,0,8.0,20.0
769,1,2,1,10.0,19.0
770,1,2,2,12.0,18.0
771,1,2,3,11.0,20.0
772,1,2,4,13.0,22.0
773,1,2,5,13.0,20.0
774,1,2,6,15.0,19.0
775,1,2,7,15.0,17.0
776,1,2,8,17.0,17.0
777,1,2,9,17.0,19.0
778,1,2,10,19.0,21.0
779,1,2,11,18.0,19.0
780,1,2,12,17.0,19.0
781,1,2,13,16.0,18.0
782,1,2,14,17.0,20.0
783,1,2,15,17.0,20.0
784,1,2,16,18.0,19.0
785,1,2,17,20.0,21.0
786,1,2,18,19.0,21.0
787,1,2,19,18.0,22.0
788,1,2,20,20.0,23.0
789,1,2,21,21.0,22.0
790,1,2,22,21.0,22.0
791,1,2,23,23.0,22.0
792,1,2,24,21.0,20.0
793,1,2,25,21.0,22.0
794,1,2,26,22.0,20.0
795,1,2,27,22.0,22.0
796,1,2,28,20.0,21.0
797,1,2,29,22.0,23.0
798,1,2,30,24.0,24.0
799,1,2,31,22.0,22.0
800,1,2,32,21.0,21.0
801,1,2,33,22.0,20.0
802,1,2,34,23.0,20.0
803,1,2,35,23.0,20.0
804,1,2,36,23.0,18.0
805,1,2,37,24.0,19.0
806,1,2,38,22.0,21.0
807,1,2,39,24.0,22.0
808,1,2,40,23.0,20.0
809,1,2,41,23.0,22.0
810,1,2,42,22.0,23.0
811,1,2,43,21.0,22.0
812,1,2,44,22.0,22.0
813,1,2,45,22.0,21.0
814,1,2,46,23.0,19.0
815,1,2,47,24.0,20.0
816,1,3,0,23.0,20.0
817,1,3,1,22.0,20.0
818,1,3,2,20.0,22.0
819,1,3,3,21.0,20.0
820,1,3,4,19.0,18.0
821,1,3,5,17.0,17.0
822,1,3,6,15.0,15.0
823,1,3,7,14.0,16.0
824,1,3,8,15.0,16.0
825,1,3,9,14.0,15.0
826,1,3,10,12.0,13.0
827,1,3,11,13.0,12.0
828,1,3,12,14.0,10.0
829,1,3,13,14.0,10.0
830,1,3,14,16.0,10.0
831,1,3,15,14.0,8.0
832,1,3,16,16.0,9.0
833,1,3,17,17.0,9.0
834,1,3,18,16.0,11.0
835,1,3,19,16.0,9.0
836,1,3,20,16.0,9.0
837,1,3,21,14.0,11.0
838,1,3,22,16.0,13.0
839,1,3,23,18.0,15.0
840,1,3,24,19.0,15.0
841,1,3,25,17.0,15.0
842,1,3,26,18.0,15.0
843,1,3,27,18.0,15.0
844,1,3,28,18.0,15.0
845,1,3,29,20.0,15.0
846,1,3,30,22.0,13.0
847,1,3,31,23.0,11.0
848,1,3,32,22.0,10.0
849,1,3,33,21.0,12.0
850,1,3,34,20.0,12.0
851,1,3,35,22.0,14.0
852,1,3,36,23.0,13.0
853,1,3,37,23.0,14.0
854,1,3,38,24.0,16.0
855,1,3,39,22.0,18.0
856,1,3,40,24.0,16.0
857,1,3,41,22.0,14.0
858,1,3,42,20.0,15.0
859,1,3,43,19.0,15.0
860,1,3,44,18.0,15.0
861,1,3,45,17.0,17.0
862,1,3,46,17.0,17.0
863,1,3,47,15.0,15.0
864,1,4,0,15.0,15.0
865,1,4,1,16.0,15.0
866,1,4,2,14.0,15.0
867,1,4,3,12.0,16.0
868,1,4,4,10.0,15.0
869,1,4,5,12.0,17.0
870,1,4,6,13.0,17.0
871,1,4,7,15.0,17.0
872,1,4,8,14.0,18.0
